path,control_profile,apply_safety_filter_to_final_control,apply_safety_filter_to_nominal_trajectory,apply_safety_filter_to_samples,cost_from_obstacles_or_BRT,mppi_samples,mppi_horizon,mppi_temperature,mppi_angvel_control_noise_mean,mppi_angvel_control_noise_stddev,mppi_initial_control_is_mean,save_samples,episode_id,init_state,goal_state,goal_state_threshold,timestep,trial_max_duration,brt_filename,safety_filter_type,safety_filter_value_threshold,dynamics_name,state_dim,state_labels,control_dim,control_labels,dynamics_linvel,dynamics_angvel_min,dynamics_angvel_max,Phi_terminal_state_cost_weights,Q_running_state_cost_weights,action_cost_weights,crashed,goal_reached,time_elapsed,total_cost,terminal_state,control_compute_time_avg,control_compute_time_std,relative_cost
experiments_oct_1/exp_samples-0020_ep-009_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,25,5.0,0.0,8.0,False,True,9,"(0.143676, 3.531251, -2.146967)","(3.340227, -2.753092, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,3.58,7662.82286,"(3.274603796425459, -2.751804499946234, -0.8574754063666257)",False,False,
experiments_oct_1/exp_samples-0020_ep-009_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,25,5.0,0.0,8.0,False,True,9,"(0.143676, 3.531251, -2.146967)","(3.340227, -2.753092, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,2.4,2963.57028,"(3.3037219474665362, -2.689378390487447, -0.6029225591894365)",False,False,
experiments_oct_1/exp_samples-0020_ep-009_control-4,Sample-safe MPPI (our method),True,False,True,obs,20,25,5.0,0.0,8.0,False,True,9,"(0.143676, 3.531251, -2.146967)","(3.340227, -2.753092, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,2.38,2231.1926,"(3.365556627029454, -2.7581774441446303, 2.677936799525)",False,False,
experiments_oct_1/exp_samples-0020_ep-010_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,20,25,5.0,0.0,8.0,False,True,10,"(3.048672, -4.284163, 1.737872)","(3.342942, 2.095302, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,1.1,1384.94336,"(5.0103347971191825, -0.35334010317777553, 1.105394184731752)",False,False,
experiments_oct_1/exp_samples-0020_ep-010_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,20,25,5.0,0.0,8.0,False,True,10,"(3.048672, -4.284163, 1.737872)","(3.342942, 2.095302, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,3.68,64829.43801,"(-5.001717577153161, 1.4337273637924834, -2.372042552045449)",False,False,
experiments_oct_1/exp_samples-0020_ep-010_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,25,5.0,0.0,8.0,False,True,10,"(3.048672, -4.284163, 1.737872)","(3.342942, 2.095302, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,3.68,2611.25115,"(3.2892275351174933, 2.1714986271859438, -0.9952135342298707)",False,False,
experiments_oct_1/exp_samples-0020_ep-010_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,25,5.0,0.0,8.0,False,True,10,"(3.048672, -4.284163, 1.737872)","(3.342942, 2.095302, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,14.98,20350.09963,"(1.4904691620370965, 1.4251878009254895, 2.4875437850406854)",False,False,
experiments_oct_1/exp_samples-0020_ep-010_control-4,Sample-safe MPPI (our method),True,False,True,obs,20,25,5.0,0.0,8.0,False,True,10,"(3.048672, -4.284163, 1.737872)","(3.342942, 2.095302, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,1.74,1480.75422,"(3.375132271706146, 2.0497473167615303, 1.69202422124072)",False,False,
experiments_oct_1/exp_samples-0020_ep-011_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,20,25,5.0,0.0,8.0,False,True,11,"(3.497966, -3.951726, 2.963435)","(3.643052, 1.305385, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,1.04,1961.51232,"(-0.23112182765729605, -3.1032653683622042, 2.759846787447163)",False,False,
experiments_oct_1/exp_samples-0020_ep-011_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,20,25,5.0,0.0,8.0,False,True,11,"(3.497966, -3.951726, 2.963435)","(3.643052, 1.305385, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,1.12,102282.58311,"(0.013630331300480872, -2.9816898134994223, 1.8267790434305926)",False,False,
experiments_oct_1/exp_samples-0020_ep-011_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,25,5.0,0.0,8.0,False,True,11,"(3.497966, -3.951726, 2.963435)","(3.643052, 1.305385, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,9.02,19640.69011,"(3.6186049571775136, 1.2953917854781571, 0.7920249734139229)",False,False,
experiments_oct_1/exp_samples-0020_ep-011_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,25,5.0,0.0,8.0,False,True,11,"(3.497966, -3.951726, 2.963435)","(3.643052, 1.305385, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,2.52,3242.75519,"(3.6256955507620536, 1.236299823016479, 0.7727426639329318)",False,False,
experiments_oct_1/exp_samples-0020_ep-011_control-4,Sample-safe MPPI (our method),True,False,True,obs,20,25,5.0,0.0,8.0,False,True,11,"(3.497966, -3.951726, 2.963435)","(3.643052, 1.305385, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,1.96,1861.52785,"(3.6342072708884428, 1.259252259268721, 0.6203763426675404)",False,False,
experiments_oct_1/exp_samples-0020_ep-012_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,20,25,5.0,0.0,8.0,False,True,12,"(3.920616, 1.997344, 0.114987)","(2.004224, -4.280483, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,14.98,83974.54688,"(-2.3700236127666607, 5.5579497342626425, -0.6861097538733096)",False,False,
experiments_oct_1/exp_samples-0020_ep-012_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,20,25,5.0,0.0,8.0,False,True,12,"(3.920616, 1.997344, 0.114987)","(2.004224, -4.280483, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,0.32,20909.79932,"(5.0016194334777255, 2.7294118597764254, 0.716206121551135)",False,False,
experiments_oct_1/exp_samples-0020_ep-012_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,25,5.0,0.0,8.0,False,True,12,"(3.920616, 1.997344, 0.114987)","(2.004224, -4.280483, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,4.66,9788.08581,"(2.046757961161338, -4.282851250404491, -2.986396448781493)",False,False,
experiments_oct_1/exp_samples-0020_ep-012_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,25,5.0,0.0,8.0,False,True,12,"(3.920616, 1.997344, 0.114987)","(2.004224, -4.280483, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,3.56,7244.52431,"(2.0339116715969308, -4.348077465112531, -2.8355005497605337)",False,False,
experiments_oct_1/exp_samples-0020_ep-012_control-4,Sample-safe MPPI (our method),True,False,True,obs,20,25,5.0,0.0,8.0,False,True,12,"(3.920616, 1.997344, 0.114987)","(2.004224, -4.280483, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,3.22,5540.89884,"(2.085372181322437, -4.3173638596652255, 3.1261245921852545)",False,False,
experiments_oct_1/exp_samples-0020_ep-013_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,20,25,5.0,0.0,8.0,False,True,13,"(3.776327, -3.583746, -2.796705)","(3.501281, 1.550263, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,1.12,2203.5436,"(0.1410964640016019, -2.864851962031575, 2.005224436453968)",False,False,
experiments_oct_1/exp_samples-0020_ep-013_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,20,25,5.0,0.0,8.0,False,True,13,"(3.776327, -3.583746, -2.796705)","(3.501281, 1.550263, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,0.78,41625.06949,"(0.9720710588575473, -5.013393087300913, -2.4737069096953364)",False,False,
experiments_oct_1/exp_samples-0020_ep-013_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,25,5.0,0.0,8.0,False,True,13,"(3.776327, -3.583746, -2.796705)","(3.501281, 1.550263, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,2.4,2921.74014,"(3.4959120855855135, 1.5137767918113474, 1.4410325094695233)",False,False,
experiments_oct_1/exp_samples-0020_ep-013_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,25,5.0,0.0,8.0,False,True,13,"(3.776327, -3.583746, -2.796705)","(3.501281, 1.550263, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,14.32,19209.44895,"(3.438893282995762, 1.5789575765860366, -1.3292553372027962)",False,False,
experiments_oct_1/exp_samples-0020_ep-013_control-4,Sample-safe MPPI (our method),True,False,True,obs,20,25,5.0,0.0,8.0,False,True,13,"(3.776327, -3.583746, -2.796705)","(3.501281, 1.550263, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,2.12,2179.18603,"(3.5251193915214607, 1.466524525020233, 1.2686384478804067)",False,False,
experiments_oct_1/exp_samples-0020_ep-014_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,20,25,5.0,0.0,8.0,False,True,14,"(3.936078, 1.914365, -1.801838)","(1.165392, -3.539117, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,1.58,1216.07927,"(1.1670149996210417, -3.4923250235897445, -1.6844438859657398)",False,False,
experiments_oct_1/exp_samples-0020_ep-014_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,20,25,5.0,0.0,8.0,False,True,14,"(3.936078, 1.914365, -1.801838)","(1.165392, -3.539117, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,2.58,22094.80524,"(-3.441380297382657, -5.020740452231021, -2.3060312660845175)",False,False,
experiments_oct_1/exp_samples-0020_ep-014_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,25,5.0,0.0,8.0,False,True,14,"(3.936078, 1.914365, -1.801838)","(1.165392, -3.539117, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,1.58,1216.07927,"(1.1670149996210417, -3.4923250235897445, -1.6844438859657398)",False,False,
experiments_oct_1/exp_samples-0020_ep-014_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,25,5.0,0.0,8.0,False,True,14,"(3.936078, 1.914365, -1.801838)","(1.165392, -3.539117, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,14.98,16400.23827,"(0.5478379183621989, 2.1287268252070426, 2.716407521793144)",False,False,
experiments_oct_1/exp_samples-0020_ep-014_control-4,Sample-safe MPPI (our method),True,False,True,obs,20,25,5.0,0.0,8.0,False,True,14,"(3.936078, 1.914365, -1.801838)","(1.165392, -3.539117, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,1.6,1236.57129,"(1.1134606494210038, -3.469108023083989, -1.5895905156284404)",False,False,
experiments_oct_1/exp_samples-0020_ep-015_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,20,25,5.0,0.0,8.0,False,True,15,"(3.109575, -4.298357, 0.544496)","(3.488709, 1.578239, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,1.1,1171.29443,"(4.96661453447373, -0.31985470159035695, 1.3167009330178523)",False,False,
experiments_oct_1/exp_samples-0020_ep-015_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,20,25,5.0,0.0,8.0,False,True,15,"(3.109575, -4.298357, 0.544496)","(3.488709, 1.578239, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,1.02,121188.84983,"(5.052438136300586, -0.860618783235694, 0.6364102636285955)",False,False,
experiments_oct_1/exp_samples-0020_ep-015_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,25,5.0,0.0,8.0,False,True,15,"(3.109575, -4.298357, 0.544496)","(3.488709, 1.578239, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,1.6,1288.13605,"(3.4731353598286687, 1.5211924770275835, 1.4537111269073515)",False,False,
experiments_oct_1/exp_samples-0020_ep-015_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,25,5.0,0.0,8.0,False,True,15,"(3.109575, -4.298357, 0.544496)","(3.488709, 1.578239, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,14.98,18715.06095,"(4.061826937550951, 1.5838041959358096, 1.008988887063886)",False,False,
experiments_oct_1/exp_samples-0020_ep-015_control-4,Sample-safe MPPI (our method),True,False,True,obs,20,25,5.0,0.0,8.0,False,True,15,"(3.109575, -4.298357, 0.544496)","(3.488709, 1.578239, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,1.58,1175.98517,"(3.4529473970155555, 1.5505331509637248, 1.399615590606774)",False,False,
experiments_oct_1/exp_samples-0020_ep-016_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,20,25,5.0,0.0,8.0,False,True,16,"(3.442973, -0.05575, 2.820455)","(-0.289837, 4.125267, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,3.72,3704.62513,"(0.351544940490496, -1.1996102312749684, 0.08117589819057436)",False,False,
experiments_oct_1/exp_samples-0020_ep-016_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,20,25,5.0,0.0,8.0,False,True,16,"(3.442973, -0.05575, 2.820455)","(-0.289837, 4.125267, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,2.44,91911.75066,"(-5.066709154361166, 1.86927094387642, 2.814778085390274)",False,False,
experiments_oct_1/exp_samples-0020_ep-016_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,25,5.0,0.0,8.0,False,True,16,"(3.442973, -0.05575, 2.820455)","(-0.289837, 4.125267, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,14.98,25188.0998,"(1.5065792768210133, -0.49287333004103046, 1.582150682134544)",False,False,
experiments_oct_1/exp_samples-0020_ep-016_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,25,5.0,0.0,8.0,False,True,16,"(3.442973, -0.05575, 2.820455)","(-0.289837, 4.125267, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,14.98,25928.46582,"(2.9561465318444444, -2.040243931869429, 0.08393353726463726)",False,False,
experiments_oct_1/exp_samples-0020_ep-016_control-4,Sample-safe MPPI (our method),True,False,True,obs,20,25,5.0,0.0,8.0,False,True,16,"(3.442973, -0.05575, 2.820455)","(-0.289837, 4.125267, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,14.98,10653.77529,"(-1.2398632836624508, 3.171861920629657, -2.949329147266138)",False,False,
experiments_oct_1/exp_samples-0020_ep-017_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,20,25,5.0,0.0,8.0,False,True,17,"(3.487259, -0.453931, -2.755516)","(0.818008, 3.826144, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,2.74,2620.83848,"(-4.875401890340692, 0.795856201287229, -1.1423722015399158)",False,False,
experiments_oct_1/exp_samples-0020_ep-017_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,20,25,5.0,0.0,8.0,False,True,17,"(3.487259, -0.453931, -2.755516)","(0.818008, 3.826144, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,0.42,30553.77735,"(1.9168313265740358, 0.1509689819334274, 2.5063443751845558)",False,False,
experiments_oct_1/exp_samples-0020_ep-017_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,25,5.0,0.0,8.0,False,True,17,"(3.487259, -0.453931, -2.755516)","(0.818008, 3.826144, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,14.98,19899.04627,"(-3.139848370651864, 0.6805832371200239, -2.938115187991445)",False,False,
experiments_oct_1/exp_samples-0020_ep-017_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,25,5.0,0.0,8.0,False,True,17,"(3.487259, -0.453931, -2.755516)","(0.818008, 3.826144, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,14.98,19081.94309,"(3.5508318258458007, 1.5559217745457334, -1.6952461780511583)",False,False,
experiments_oct_1/exp_samples-0020_ep-017_control-4,Sample-safe MPPI (our method),True,False,True,obs,20,25,5.0,0.0,8.0,False,True,17,"(3.487259, -0.453931, -2.755516)","(0.818008, 3.826144, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,True,5.34,2922.03431,"(0.8665548187310779, 3.8245699018692165, 2.761341423475228)",False,False,
experiments_oct_1/exp_samples-0020_ep-018_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,20,25,5.0,0.0,8.0,False,True,18,"(0.398505, -3.721347, 0.72322)","(-0.262249, 4.134175, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,3.2600000000000002,3864.45561,"(-4.863817273245731, 0.805441851429049, -1.2904379527419794)",False,False,
experiments_oct_1/exp_samples-0020_ep-018_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,20,25,5.0,0.0,8.0,False,True,18,"(0.398505, -3.721347, 0.72322)","(-0.262249, 4.134175, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,True,False,10.94,102148.79407,"(-5.055573251532175, 1.9149371507629898, 2.864682813009379)",False,False,
experiments_oct_1/exp_samples-0020_ep-018_control-2,Filtered MPPI with obstacle costs,True,False,False,obs,20,25,5.0,0.0,8.0,False,True,18,"(0.398505, -3.721347, 0.72322)","(-0.262249, 4.134175, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,14.98,22895.69577,"(-1.1272541652957604, -0.1424632451465288, 1.8635418062652507)",False,False,
experiments_oct_1/exp_samples-0020_ep-018_control-3,Filtered MPPI with BRT costs,True,False,False,brt,20,25,5.0,0.0,8.0,False,True,18,"(0.398505, -3.721347, 0.72322)","(-0.262249, 4.134175, 0.0)",0.1,0.02,15.0,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"('x', 'y', 'theta')",1,"('angvel',)",4.0,-6.0,6.0,"(0.0, 0.0, 0.0)","(1.0, 1.0, 0.0)",0.2,False,False,14.98,19192.92693,"(-3.5068246236819904, -4.870241804130596, -3.0313574759293704)",False,False,
